id,name,brand,price,avg_rating,specs,category_id
207,"Laptop HP 15 fd1486TU - D0BH3PA (Ultra 5 125H, 24GB, 512GB, Full HD, Win11)",HP,25090000,4.40,"{'os': 'Windows 11 Home SL', 'cpu': 'Intel Core Ultra 5 Meteor Lake - 125H', 'ram': 24, 'vga': 'Card tích hợp - Intel Graphics', 'weight': 1.623, 'battery': 41.04, 'storage': 512, 'material': 'Vỏ nhựa', 'screen_size': 15.6}",2
285,"Laptop Lenovo IdeaPad Slim 3 14IPH11 - 83UQ003NVN (Ultra 5 322, 16GB, 512GB, WUXGA, Win11)",Lenovo,25090000,4.20,"{'os': 'Windows 11 Home SL', 'cpu': 'Intel Core Ultra 5 Panther Lake - 322', 'ram': 16, 'vga': 'Card tích hợp - Intel Graphics', 'weight': 1.43, 'battery': 60.0, 'storage': 512, 'material': 'Mặt lưng nhôm - Mặt dưới nhựa', 'screen_size': 14.0, 'refresh_rate': 60}",2
166,"Laptop Lenovo IdeaPad Slim 3 15IPH11 - 83UR00A4VN (Ultra 5 322, 16GB, 512GB, WUXGA, Win11)",Lenovo,25090000,4.10,"{'os': 'Windows 11 Home SL', 'cpu': 'Intel Core Ultra 5 Panther Lake - 322', 'ram': 16, 'vga': 'Card tích hợp - Intel Graphics', 'weight': 1.63, 'battery': 60.0, 'storage': 512, 'material': 'Mặt lưng nhôm - Mặt dưới nhựa', 'screen_size': 15.3, 'refresh_rate': 60}",2
276,"Laptop HP 15 fd1487TU - D0BH4PA (Ultra 5 125H, 24GB, 512GB, Full HD, Win11)",HP,25090000,4.80,"{'os': 'Windows 11 Home', 'cpu': 'Intel Core Ultra 5 Meteor Lake - 125H', 'ram': 24, 'vga': 'Card tích hợp - Intel Arc Graphics', 'weight': 1.65, 'battery': 41.0, 'storage': 512, 'material': 'Vỏ nhựa', 'screen_size': 15.6}",2
293,"Laptop HP 15 fd2127TU - D72CCPA (Ultra 5 225U, 16GB, 512GB, Full HD, Win11)",HP,25290000,4.10,"{'os': 'Windows 11 Home SL', 'cpu': 'Intel Core Ultra 5 Arrow Lake - 225U', 'ram': 16, 'vga': 'Card tích hợp - Intel Graphics', 'weight': 1.65, 'battery': 41.0, 'storage': 512, 'material': 'Vỏ nhựa', 'screen_size': 15.6}",2
222,"Laptop Dell 15 DC15250 - DC5I7748W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",Dell,25890000,4.20,"{'os': 'Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic', 'cpu': 'Intel Core i7 Raptor Lake - 1355U', 'ram': 16, 'vga': 'Card tích hợp - Intel UHD Graphics', 'weight': 1.65, 'battery': 54.0, 'storage': 512, 'material': 'Vỏ nhựa', 'screen_size': 15.6, 'refresh_rate': 120}",2
286,"Laptop Dell 15 DC15250 - DC5I7952W1 (i7 1355U, 16GB, 512GB, Full HD+ 120Hz, OfficeH24+365, Win11)",Dell,25890000,3.90,"{'os': 'Windows 11 Home + Office Home 2024 + Microsoft 365 Basic 1 năm', 'cpu': 'Intel Core i7 Raptor Lake - 1355U', 'ram': 16, 'vga': 'Card tích hợp - Intel UHD Graphics', 'weight': 1.65, 'battery': 54.0, 'storage': 512, 'material': 'Vỏ nhựa', 'screen_size': 15.6, 'refresh_rate': 120}",2
277,"Laptop Dell 15 DC15250 - 71084747 (i7 1355U, 16GB, 512GB, Full HD 120 Hz, OfficeHS24+365, Win11)",Dell,25890000,4.90,"{'os': 'Windows 11 Home + Microsoft Office Home 2024 vĩnh viễn + Microsoft 365 Basic 1 năm', 'cpu': 'Intel Core i7 Raptor Lake - 1355U', 'ram': 16, 'vga': 'Card tích hợp - Intel UHD Graphics', 'weight': 1.65, 'battery': 41.0, 'storage': 512, 'material': 'Vỏ nhựa', 'screen_size': 15.6, 'refresh_rate': 120}",2
272,"Laptop Acer Aspire Lite 16 AL16-71P-582Q - NX.DRSSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+ 120Hz, Win11)",Acer,26090000,3.60,"{'os': 'Windows 11 Home SL', 'cpu': 'Intel Core Ultra 5 Meteor Lake - 125H', 'ram': 16, 'vga': 'Card tích hợp - Intel Arc Graphics', 'weight': 1.6, 'battery': 58.0, 'storage': 4096, 'material': 'Vỏ nhựa', 'screen_size': 16.0, 'refresh_rate': 120}",2
204,"Laptop HP OmniBook 5 AI 16 af1048TU - BZ7Q9PA (Ultra 5 225U, 16GB, 512GB, WUXGA, OfficeH24, Win11)",HP,26690000,4.30,"{'os': 'Windows 11 Home SL + Office Home 2024 vĩnh viễn', 'cpu': 'Intel Core Ultra 5 Arrow Lake - 225U', 'ram': 16, 'vga': 'Card tích hợp - Intel Graphics', 'weight': 1.725, 'battery': 59.0, 'storage': 512, 'material': 'Vỏ hợp kim Nhôm', 'screen_size': 16.0}",2
